陈爽杰,汉族,20010714,2019,湖南,勘查技术与工程
马子慕,汉族,19990526,2017,新疆,机械类
陈林婉,汉族,20001010,2018,新疆,自动化类
刘桐羿,汉族,20000914,2018,陕西,过程装备与控制工程
赵伟佩,汉族,20000514,2018,吉林,过程装备与控制工程
张芳凡,汉族,19971028,2016,湖北,化工类
范育,汉族,20010529,2019,甘肃,数学与应用数学
乔明,汉族,19980608,2016,陕西,应用化学
王宏伟,藏族,19991010,2018,新疆,环境工程
王萌檀,汉族,19991226,2018,湖北,海洋油气工程
王怡楠,汉族,19971126,2016,山西,勘查技术与工程
杨汉昕,汉族,20001103,2019,广东,油气储运工程
郑宏冬,汉族,20010520,2019,山东,油气储运工程
许升宇,汉族,19991121,2017,吉林,过程装备与控制工程
陈仪,汉族,19980408,2017,辽宁,石油工程
张晓齐,汉族,19980115,2016,宁夏,自动化类
郭林硕,汉族,19990901,2017,新疆,资源勘查工程
张兴雯,汉族,20000221,2018,四川,材料科学与工程
李悦豪,汉族,20010104,2019,天津,资源勘查工程
黄其超,土家族,20011012,2019,安徽,勘查技术与工程
杨一一,汉族,20000519,2017,新疆,石油工程
李彤,汉族,20011007,2019,河北,材料科学与工程
张铭嘉,汉族,19980511,2016,陕西,油气储运工程
张泽士,汉族,20001013,2017,陕西,海洋油气工程
韩翀良,汉族,19970821,2016,贵州,数学与应用数学
陶凯思,汉族,20000220,2018,河南,应用化学
王泓凝,汉族,20001223,2019,辽宁,应用化学
徐启佳,汉族,20001212,2019,陕西,应用化学
李宇汐,哈萨克族,20011023,2019,北京,勘查技术与工程
邵家城,土家族,20000529,2018,山东,过程装备与控制工程
郭宇,汉族,20011001,2019,北京,工商管理类
柳明光,汉族,19990810,2017,山东,海洋油气工程
黄启,汉族,19990203,2016,河北,应用化学
朱然,汉族,20000204,2018,江苏,环境工程
李睿,哈萨克族,19990129,2017,四川,石油工程
张雪钰,汉族,19991227,2017,湖北,机械类
郭慧昊,汉族,20000218,2017,北京,勘查技术与工程
徐展梓,汉族,19980809,2016,甘肃,计算机科学与技术
雷军,汉族,20010924,2019,广西,勘查技术与工程
李涛涵,汉族,20010220,2018,新疆,资源勘查工程
张少子,汉族,20010721,2019,山东,勘查技术与工程
谭秉言,汉族,19990616,2017,青海,石油工程
尹泽静,汉族,19980630,2016,江西,油气储运工程
刘鹏,汉族,19990422,2017,山东,计算机科学与技术
张成小,汉族,19990623,2017,贵州,环境科学
刘俊潇,汉族,19980111,2016,重庆,化工类
李元嘉,汉族,20011215,2019,重庆,石油工程
黄京健,汉族,20000505,2017,河北,材料科学与工程
郭丽宇,汉族,19991029,2017,江西,海洋油气工程
刘美继,汉族,20000825,2018,甘肃,工商管理类
刘蕾霄,汉族,20001026,2019,四川,化工类
林寅文,汉族,19991105,2018,云南,自动化类
李天晴,汉族,19980526,2016,山西,石油工程
张梓宇,汉族,20010308,2018,陕西,油气储运工程
燕玮月,汉族,20010222,2019,河北,安全工程
潘阳申,汉族,19971009,2016,山东,勘查技术与工程
韩付明,汉族,19980127,2016,河北,资源勘查工程
何笑虎,朝鲜族,19980714,2017,江西,石油工程
霍锋昭,汉族,19971121,2016,河南,英语
马龙罗,汉族,20000208,2017,海南,自动化类
张广己,汉族,19980114,2016,湖北,计算机科学与技术
黎震慧,汉族,20000417,2018,安徽,环境科学
王晶方,汉族,19980117,2016,湖南,过程装备与控制工程
宋迪玉,汉族,19981029,2016,山东,机械类
罗寒东,汉族,20000910,2018,陕西,数学与应用数学
李霖佳,汉族,19991027,2017,江苏,环境科学
周若友,汉族,20020304,2019,湖北,环境科学
刘雅向,汉族,20000710,2018,山东,计算机科学与技术
郭凯嘉,汉族,19971213,2016,北京,机械类
徐启铭,汉族,19970215,2017,湖南,资源勘查工程
沈静妍,汉族,20000727,2018,安徽,安全工程
孙府,汉族,19990122,2016,广东,经济学类
程澳骄,汉族,20001210,2019,安徽,自动化类
邱娟铭,汉族,20001028,2019,西藏,机械类
吴成邦,汉族,19980709,2017,江苏,计算机科学与技术
任彤桐,汉族,20020302,2019,天津,数学与应用数学
牛文智,汉族,20000424,2018,河南,安全工程
陈铖,汉族,19991027,2017,河北,应用化学
朱宇阳,汉族,20000508,2018,江西,石油工程
马潇元,蒙古族,19991203,2018,四川,海洋油气工程
白馨超,汉族,19990307,2017,青海,数学与应用数学
许宇旭,汉族,20010628,2019,河北,环境工程
史萌月,汉族,20000315,2018,辽宁,油气储运工程
齐璇英,汉族,19990708,2018,内蒙古,材料科学与工程
肖肖康,汉族,20010421,2019,山西,机械类
喻润琳,汉族,19971201,2016,天津,机械类
王旭为,汉族,20000420,2018,辽宁,资源勘查工程
卢呈,汉族,19980324,2018,河南,数学与应用数学
邱喜凡,汉族,19980113,2016,辽宁,应用化学
王轩婧,汉族,20000705,2017,重庆,计算机科学与技术
金伟铭,汉族,20000805,2019,安徽,材料科学与工程
方勇健,汉族,20000511,2018,河北,资源勘查工程
高旺,汉族,20000821,2019,黑龙江,海洋油气工程
黎冬,汉族,19980612,2016,安徽,石油工程
程景凡,汉族,19980731,2016,浙江,海洋油气工程
高佳,汉族,19971226,2016,河北,计算机科学与技术
王源海,汉族,19981011,2017,吉林,环境工程
赵虹俊,汉族,19960312,2016,北京,自动化类
李周晨,汉族,19981215,2017,黑龙江,油气储运工程
贾超晨,汉族,20000123,2018,陕西,材料科学与工程
孙飞艺,汉族,19970608,2016,北京,自动化类
管楠枝,汉族,19990830,2017,福建,海洋油气工程
牛强伟,汉族,20010808,2019,新疆,经济学类
马玉国,汉族,19991007,2017,河南,应用化学
李荣恩,汉族,20010301,2018,山东,数学与应用数学
李雨,汉族,19990919,2017,山东,过程装备与控制工程
张若文,汉族,19981005,2016,山东,环境科学
初龙小,汉族,20010513,2019,新疆,海洋油气工程
赵旋,汉族,20010803,2017,湖南,海洋油气工程
张潇娅,汉族,20000315,2018,辽宁,环境工程
潘庭,维吾尔族,19970127,2017,安徽,油气储运工程
程竣云,锡伯族,19980727,2016,海南,安全工程
张宇科,汉族,20000120,2018,福建,海洋油气工程
黄迪煜,汉族,19981114,2017,山东,数学与应用数学
刘俊铭,汉族,20001224,2019,上海,经济学类
吴奂贵,回族,19981121,2016,河北,材料科学与工程
王亨源,汉族,19990508,2017,江西,经济学类
祁晓俊,满族,19990830,2017,天津,化工类
黄怡,汉族,19990204,2017,江苏,材料科学与工程
刘龙宇,汉族,19990120,2017,辽宁,油气储运工程
张泉基,汉族,19920910,2017,江苏,资源勘查工程
刘萱铮,汉族,19971015,2016,北京,应用化学
郑一申,汉族,19991021,2017,河北,化工类
蒋瑶泉,汉族,20000726,2018,湖南,经济学类
张渝昀,汉族,20001121,2019,北京,海洋油气工程
向英明,汉族,19980628,2016,贵州,资源勘查工程
孙婷竹,汉族,20010426,2018,天津,机械类
储睿慧,汉族,19971203,2016,新疆,材料科学与工程
马蕴宜,汉族,19980408,2017,吉林,安全工程
刘玉强,汉族,19980812,2017,山西,计算机科学与技术
王珍彦,汉族,20001209,2018,辽宁,材料科学与工程
李腾,汉族,19970817,2016,吉林,勘查技术与工程
刘龙浩,汉族,20000716,2018,安徽,自动化类
乔溶,土家族,19991106,2017,河北,过程装备与控制工程
张达淇,汉族,19980514,2016,湖南,油气储运工程
孙栋,汉族,20011029,2019,云南,环境科学
王阳天,汉族,19990220,2017,湖北,经济学类
刘曦瑜,汉族,19981115,2016,江西,英语
李诚瑞,汉族,20010810,2019,江苏,自动化类
孙芸婧,汉族,20000608,2018,青海,海洋油气工程
李然硕,汉族,19991126,2018,河北,过程装备与控制工程
魏显,汉族,19980302,2016,陕西,数学与应用数学
张晓思,汉族,19971225,2016,重庆,自动化类
李健江,汉族,19990419,2019,青海,过程装备与控制工程
马瑛凯,汉族,19990114,2016,重庆,材料科学与工程
李阳,满族,19990919,2017,河南,过程装备与控制工程
吴国雅,汉族,20010605,2019,江苏,过程装备与控制工程
陶杰溪,藏族,19990724,2016,河北,材料科学与工程
冯程,汉族,19980127,2016,青海,海洋油气工程
张鹏霖,汉族,20000311,2018,辽宁,机械类
姜家斌,汉族,19990315,2017,天津,自动化类
黄柠杰,汉族,19990608,2017,江苏,海洋油气工程
田晶,汉族,20010218,2018,甘肃,勘查技术与工程
张辰铖,汉族,19971128,2016,湖北,数学与应用数学
赵姝丽,汉族,20010319,2019,辽宁,石油工程
谷美,汉族,19981002,2016,湖南,计算机科学与技术
韩然颂,汉族,19991029,2018,北京,自动化类
张莲姝,汉族,20030115,2019,四川,自动化类
程齐硕,维吾尔族,19980405,2016,天津,材料科学与工程
何张意,汉族,20000811,2018,河北,石油工程
韩晓雨,汉族,19980410,2016,内蒙古,材料科学与工程
袁铠宇,汉族,19971124,2016,黑龙江,勘查技术与工程
雷强昂,汉族,19971111,2017,江苏,石油工程
胡子丰,汉族,19990427,2019,宁夏,油气储运工程
焦洋苏,汉族,20000611,2018,重庆,英语
赵海蓉,汉族,19971214,2016,内蒙古,安全工程
何凡旭,汉族,19991213,2018,山西,数学与应用数学
蔡彤林,汉族,19980117,2016,河北,机械类
李洋玉,汉族,19990924,2017,江苏,化工类
唐翔伟,汉族,20000515,2018,山西,安全工程
罗玉,汉族,20000511,2018,河南,环境科学
王涛祖,汉族,20000806,2018,重庆,勘查技术与工程
张佩涛,汉族,20011109,2019,黑龙江,材料科学与工程
李杰坤,汉族,19990208,2017,新疆,资源勘查工程
梁杰玢,汉族,20010320,2018,青海,机械类
李明晨,汉族,19990608,2017,福建,自动化类
曹曼励,汉族,20001011,2018,黑龙江,油气储运工程
陈洲阳,汉族,20001211,2019,安徽,英语
宋琪智,汉族,20010510,2018,山东,计算机科学与技术
张春,汉族,19971124,2016,西藏,海洋油气工程
王睿洋,汉族,19990217,2016,福建,经济学类
马彤华,汉族,19990424,2018,山西,环境工程
姜晴源,汉族,20001106,2018,新疆,环境科学
傅晶小,汉族,19990527,2017,安徽,资源勘查工程
方雨文,汉族,19981211,2016,黑龙江,油气储运工程
陈正成,汉族,20010115,2019,江苏,自动化类
宋正开,汉族,20000524,2017,福建,化工类
汤涵,汉族,19971223,2016,山东,过程装备与控制工程
许轶皓,汉族,20001009,2019,贵州,应用化学
吴浩琛,汉族,19980519,2018,湖南,材料科学与工程
郭广,汉族,20010517,2019,浙江,自动化类
曹玉昊,汉族,20001027,2019,广西,工商管理类
赵鑫,汉族,19990521,2017,四川,勘查技术与工程
杨佳萱,汉族,20000922,2018,内蒙古,石油工程
李辰新,满族,20000302,2018,江西,化工类
徐骞凯,汉族,20000715,2017,河北,安全工程
刘敬燕,汉族,19990924,2017,安徽,油气储运工程
韩子洋,汉族,19990214,2017,辽宁,环境科学
郭卓,汉族,19980727,2016,河南,材料科学与工程
孙达罡,汉族,20010307,2019,吉林,过程装备与控制工程
杜海康,汉族,19980412,2016,江西,经济学类
高启睿,汉族,20010422,2019,天津,机械类
曹楠,汉族,20000203,2017,江苏,资源勘查工程
张珊彤,汉族,20000310,2018,辽宁,过程装备与控制工程
陈慧齐,汉族,20010105,2019,内蒙古,过程装备与控制工程
李杰俨,汉族,20010506,2018,湖北,油气储运工程
李家鹏,白族,19991125,2017,北京,化工类
郑瑜友,汉族,19971026,2016,湖南,安全工程
戴季颖,汉族,19991012,2018,陕西,英语
江光静,汉族,19991009,2018,山东,油气储运工程
史小增,汉族,19980724,2016,江苏,机械类
覃恺望,汉族,19970328,2016,甘肃,计算机科学与技术
丁卓琦,汉族,19981115,2016,云南,过程装备与控制工程
张骞思,汉族,19960516,2017,天津,化工类
李皓,满族,19980214,2017,北京,环境工程
徐芳扬,藏族,20000124,2018,四川,安全工程
郭帅炫,汉族,19980101,2016,青海,工商管理类
贺韫,汉族,20010222,2018,安徽,数学与应用数学
吴涛,哈萨克族,19981021,2016,新疆,过程装备与控制工程
李希雨,汉族,20010214,2019,辽宁,自动化类
陈旭,汉族,19981201,2016,安徽,环境工程
杨雪,汉族,19991029,2017,河南,环境科学
季云江,汉族,19990218,2016,吉林,工商管理类
任晓琦,汉族,19980312,2016,江西,环境工程
王佳,汉族,19970814,2016,陕西,机械类
郑丰梦,汉族,19990529,2017,辽宁,石油工程
柏歆青,满族,20000323,2017,甘肃,数学与应用数学
周诚伦,汉族,19970926,2016,四川,海洋油气工程
余雨思,汉族,20010912,2018,天津,机械类
孙威昀,汉族,19990302,2017,河南,计算机科学与技术
宋泽罗,汉族,19980420,2016,陕西,应用化学
戴秀钧,汉族,19981201,2017,山东,数学与应用数学
周昭啸,汉族,19981207,2016,河南,石油工程
王策聪,汉族,20010722,2019,湖南,勘查技术与工程
白慧婧,汉族,20000101,2018,辽宁,机械类
李杰蕾,汉族,19980811,2016,湖南,勘查技术与工程
高东鑫,汉族,20000825,2019,江苏,数学与应用数学
吴威妍,汉族,20001215,2019,青海,材料科学与工程
郑俊彬,汉族,19990126,2019,湖北,自动化类
赵文楠,汉族,20010126,2019,新疆,化工类
陈云,回族,20001020,2019,陕西,工商管理类
陈艺娜,汉族,19981213,2017,湖南,材料科学与工程
屈思宇,汉族,20010615,2019,福建,数学与应用数学
卢博,藏族,19980315,2016,山东,应用化学
李龙涵,汉族,19971226,2016,青海,英语
谢一仪,汉族,20000406,2018,陕西,资源勘查工程
朱媛景,汉族,19980729,2016,湖北,安全工程
罗滟堆,汉族,19990918,2017,辽宁,环境工程
王月,汉族,19990404,2018,陕西,过程装备与控制工程
罗海归,汉族,20000626,2019,天津,英语
方龙璇,汉族,20010412,2019,河南,材料科学与工程
李雨语,汉族,19990308,2017,河北,过程装备与控制工程
倪智长,哈萨克族,19970926,2016,山东,应用化学
王梦钰,汉族,19980806,2018,陕西,化工类
高文宇,汉族,20010217,2018,浙江,应用化学
郭萌旺,维吾尔族,19981011,2017,陕西,应用化学
张家杰,汉族,20000430,2018,宁夏,海洋油气工程
赵欣祀,哈萨克族,19970502,2019,四川,安全工程
李欣远,汉族,19990806,2017,上海,环境工程
张嘉龙,汉族,19990302,2019,新疆,自动化类
郭锡阳,汉族,19991102,2018,山东,工商管理类
殷凯,汉族,20000608,2019,北京,油气储运工程
贺德妮,汉族,20001208,2019,重庆,应用化学
张谷肖,汉族,19980330,2016,福建,资源勘查工程
张敏,汉族,19980529,2016,河南,石油工程
王熠茹,满族,19980405,2016,新疆,石油工程
刘帅,汉族,19971213,2016,福建,油气储运工程
潘博玉,汉族,19991011,2018,辽宁,英语
李雨达,汉族,20010114,2018,河北,机械类
王兴景,回族,20010406,2019,甘肃,石油工程
王梓晓,汉族,19990412,2017,新疆,化工类
乔济,汉族,19990318,2017,湖北,英语
潘龙,汉族,20021026,2017,北京,工商管理类
高重继,汉族,19990608,2018,浙江,过程装备与控制工程
陈鑫子,汉族,20000116,2018,新疆,化工类
陈羽昕,汉族,19991113,2017,山东,环境科学
陈孙登,汉族,19990318,2017,北京,过程装备与控制工程
张童晓,汉族,19980324,2016,河南,化工类
尹飞,汉族,20000115,2018,河北,经济学类
张馨,回族,19981018,2016,江西,油气储运工程
孟翊,汉族,19980308,2016,天津,自动化类
张海兴,满族,19970902,2016,吉林,安全工程
高炎华,汉族,20020308,2019,浙江,油气储运工程
初浩嘉,汉族,20010717,2019,吉林,经济学类
刘敏儿,汉族,19980716,2017,浙江,环境工程
邹驭曦,汉族,19991027,2018,河南,勘查技术与工程
杨思雨,汉族,20011012,2019,安徽,数学与应用数学
李洋飞,汉族,19990316,2017,北京,油气储运工程
丁界赛,汉族,19991213,2018,内蒙古,过程装备与控制工程
杨乐,汉族,19991027,2019,湖南,应用化学
郑进涛,汉族,20000906,2018,安徽,计算机科学与技术
孙昊欣,汉族,19981209,2016,福建,材料科学与工程
沈治凯,汉族,19981105,2017,安徽,资源勘查工程
王麟敏,汉族,19980506,2016,山西,经济学类
李唯昊,汉族,20011216,2019,湖南,自动化类
黄良博,汉族,19971103,2017,浙江,资源勘查工程
郭苒阳,羌族,19981101,2017,河北,应用化学
张周莹,汉族,19981106,2017,北京,工商管理类
张涵超,汉族,19991107,2017,内蒙古,油气储运工程
丁龙超,汉族,20000409,2018,山西,海洋油气工程
丁刘晓,汉族,20010623,2019,山东,安全工程
张江,汉族,19990506,2017,江苏,安全工程
王铖泽,汉族,19970920,2016,重庆,英语
沈卓博,汉族,20011011,2019,内蒙古,勘查技术与工程
邱芳自,汉族,19991006,2018,四川,安全工程
谭恒云,汉族,19990411,2017,河南,计算机科学与技术
冯凡涵,汉族,20000113,2018,陕西,化工类
秦宇旭,汉族,19971224,2017,安徽,材料科学与工程
王鹏雨,满族,20010508,2019,江苏,计算机科学与技术
赵辰雨,汉族,19990304,2017,安徽,应用化学
陈敏桥,汉族,20000420,2018,宁夏,过程装备与控制工程
黄宇乐,汉族,19990801,2017,河北,经济学类
黄心勇,汉族,19990608,2017,湖北,英语
黄凡旭,汉族,19990921,2017,山东,过程装备与控制工程
李慧心,汉族,19990502,2017,河南,化工类
张铉健,汉族,20000515,2018,四川,英语
于晓谦,汉族,19990523,2017,新疆,化工类
朱玮彦,汉族,19990708,2018,黑龙江,数学与应用数学
张豪希,汉族,20000413,2019,江西,化工类
屈千翔,汉族,20010116,2018,山东,安全工程
薛海,汉族,20010622,2019,广东,化工类
郭卓敏,汉族,19980312,2018,黑龙江,资源勘查工程
吕璇,汉族,19980525,2016,湖北,应用化学
马思若,汉族,20000402,2017,安徽,材料科学与工程
王秋玥,汉族,20000804,2018,青海,环境科学
贺洹红,汉族,19991022,2018,河北,自动化类
吴海镜,回族,19981115,2017,云南,环境工程
潘荣忠,汉族,20010517,2018,江西,数学与应用数学
刘小韡,汉族,19981116,2016,宁夏,经济学类
常红,汉族,19991115,2017,新疆,化工类
刘滢伟,汉族,19990417,2017,青海,环境科学
李婉,汉族,19970531,2017,吉林,应用化学
薛希威,汉族,20010417,2019,内蒙古,安全工程
李盛波,汉族,20000508,2018,江西,资源勘查工程
王奇衿,汉族,19981015,2017,新疆,化工类
张天涛,汉族,19980421,2016,北京,经济学类
张海浩,汉族,20001225,2019,北京,计算机科学与技术
史洪竹,侗族,19981221,2017,河南,数学与应用数学
李钰禹,汉族,19980526,2017,陕西,应用化学
赵秉中,汉族,19990108,2017,新疆,数学与应用数学
刘励瑞,汉族,19990530,2018,陕西,石油工程
薛潇文,汉族,20000213,2018,青海,英语
马瑜懿,汉族,19980603,2017,云南,安全工程
程旭俊,汉族,20000714,2018,陕西,安全工程
覃禹学,汉族,20000810,2018,北京,材料科学与工程
唐轩爽,汉族,19990216,2017,陕西,安全工程
贺曦涵,汉族,20010510,2018,河北,材料科学与工程
穆林杰,汉族,19990124,2017,北京,资源勘查工程
李祥智,汉族,19971223,2016,宁夏,化工类
张源有,汉族,19961103,2016,云南,石油工程
王栋啸,汉族,19990809,2018,广西,材料科学与工程
陈云国,汉族,19991223,2019,河南,机械类
张奇涛,朝鲜族,19990324,2019,广东,机械类
张彤英,汉族,19990926,2018,安徽,计算机科学与技术
于龙超,汉族,20000715,2018,河北,环境工程
郭仪豪,汉族,19980407,2016,贵州,计算机科学与技术
郭强宇,蒙古族,19990907,2018,吉林,海洋油气工程
胡燕寅,汉族,19990826,2017,新疆,应用化学
解天鑫,土族,20000831,2019,青海,英语
周清鼎,汉族,20000308,2017,福建,油气储运工程
李成,汉族,20001124,2018,江苏,资源勘查工程
王兴国,汉族,19990423,2018,北京,计算机科学与技术
陈鹏智,汉族,20000304,2019,北京,勘查技术与工程
余动娜,汉族,19990920,2018,山东,工商管理类
杨堆其,汉族,19980914,2017,甘肃,经济学类
吴艺鹏,汉族,19991118,2018,内蒙古,化工类
闫莹友,汉族,20010101,2019,福建,应用化学
朱麟娜,维吾尔族,19990515,2016,贵州,数学与应用数学
霍建凯,汉族,19980328,2017,河北,工商管理类
吴宇,汉族,20000429,2018,河北,工商管理类
刘磊睿,白族,19981222,2016,安徽,过程装备与控制工程
李田,汉族,20010107,2019,吉林,化工类
方宇博,汉族,19981002,2017,北京,环境工程
廖笑,土家族,19990520,2017,新疆,材料科学与工程
张杰朗,汉族,19981101,2017,湖北,化工类
张欣朔,汉族,19971224,2016,湖南,石油工程
迟涛芳,汉族,19991219,2018,陕西,材料科学与工程
沈志望,汉族,20000515,2018,青海,环境工程
徐昊,汉族,20001109,2018,河南,材料科学与工程
刘鹏彤,汉族,19990622,2017,北京,海洋油气工程
黄庚绪,壮族,20000104,2018,湖北,应用化学
权晗涵,汉族,20010401,2019,河南,化工类
史可,汉族,20011013,2019,江西,数学与应用数学
鹿劭翔,汉族,20000422,2018,福建,过程装备与控制工程
王弘乐,满族,19980909,2016,安徽,安全工程
郑元虎,汉族,19981021,2016,新疆,油气储运工程
张西宇,汉族,19971215,2016,山东,英语
张同翔,回族,19981026,2017,北京,机械类
刘志皓,汉族,19991126,2019,广东,计算机科学与技术
李明建,汉族,19980112,2016,天津,海洋油气工程
林思辰,汉族,19990302,2017,山东,安全工程
蒋璇顺,汉族,20000731,2018,新疆,过程装备与控制工程
罗委萍,汉族,19990716,2017,新疆,英语
李艳文,汉族,19991006,2017,北京,资源勘查工程
唐轩静,汉族,19960519,2016,湖南,环境科学
刘瑛开,汉族,20010210,2018,宁夏,安全工程
张琦,汉族,20020130,2019,山东,英语
洪芝,汉族,19980211,2016,安徽,环境工程
杨俊涵,回族,19971116,2016,安徽,资源勘查工程
任钰文,维吾尔族,20000121,2018,河南,自动化类
王昊澜,汉族,20000504,2019,湖南,数学与应用数学
袁若禹,汉族,19990914,2017,天津,材料科学与工程
钟娜媛,汉族,20000304,2017,贵州,环境科学
张洪宇,汉族,19991030,2018,陕西,油气储运工程
赵慧龙,汉族,19990611,2017,四川,勘查技术与工程
李文浩,汉族,19980716,2016,河南,化工类
张涵晨,汉族,19980906,2016,广西,海洋油气工程
喻颖娅,汉族,20011008,2019,河北,机械类
段千,汉族,19980729,2017,北京,过程装备与控制工程
王成海,汉族,19980418,2016,河北,油气储运工程
王旭雅,汉族,19990407,2018,北京,自动化类
张润兴,汉族,19990906,2017,宁夏,环境工程
曾宏强,汉族,19980920,2017,江苏,英语
栾锦,藏族,20011129,2019,山东,应用化学
孙辉福,汉族,20010529,2019,江苏,应用化学
沈乐伟,汉族,19990922,2017,辽宁,数学与应用数学
祁明,汉族,19991224,2018,福建,石油工程
张海特,汉族,20011001,2019,辽宁,石油工程
崔沛峰,藏族,20001220,2019,吉林,自动化类
张嘉裕,汉族,20010503,2019,湖南,海洋油气工程
许麟林,汉族,19990726,2017,湖南,自动化类
刘依朗,汉族,20001215,2019,辽宁,英语
李玲龙,汉族,19980818,2016,黑龙江,自动化类
李明龙,汉族,20000101,2018,湖北,自动化类
彭竹,汉族,20000613,2018,安徽,自动化类
余慧泽,汉族,19990408,2018,广东,勘查技术与工程
闫子,汉族,19971121,2016,湖南,环境科学
陈昊凯,汉族,20000605,2019,山西,工商管理类
李穆昱,汉族,20010601,2019,内蒙古,机械类
徐铿心,汉族,19971208,2016,内蒙古,勘查技术与工程
樊婷雨,满族,19970519,2017,福建,环境科学
王坤泽,汉族,19990619,2017,内蒙古,海洋油气工程
卢睿沉,彝族,19990308,2018,浙江,油气储运工程
郭捍,汉族,20011229,2018,四川,勘查技术与工程
李慧,汉族,19980626,2017,河南,安全工程
师小泽,乌孜别克,20011108,2018,广东,工商管理类
周怡,汉族,19971019,2017,宁夏,自动化类
曾轩玟,汉族,20010914,2019,新疆,环境工程
孔达,汉族,19951224,2016,山西,海洋油气工程
乔宛泽,汉族,19990808,2017,新疆,材料科学与工程
任选海,汉族,19990429,2017,西藏,安全工程
李立,汉族,19961105,2016,内蒙古,勘查技术与工程
田义红,汉族,20010515,2019,宁夏,勘查技术与工程
杨元紫,汉族,19990320,2017,江苏,工商管理类
王小玮,汉族,20010120,2019,重庆,环境工程
范昊江,汉族,19971010,2016,北京,海洋油气工程
韩涛珊,汉族,20000903,2019,云南,数学与应用数学
薛杰尹,回族,20010412,2019,陕西,资源勘查工程
陈超皓,汉族,20001024,2018,青海,英语
任越虎,回族,20010117,2018,天津,海洋油气工程
郭强嘉,汉族,19980102,2016,新疆,数学与应用数学
戈泽凯,汉族,20000713,2018,北京,环境科学
杨慧文,汉族,20000715,2017,甘肃,自动化类
谢龙汉,哈萨克族,19980126,2016,陕西,油气储运工程
徐豪娟,藏族,20010524,2019,山东,数学与应用数学
储雯,汉族,19980522,2016,河南,石油工程
贾金,汉族,19980513,2016,山东,勘查技术与工程
安垚正,汉族,20000605,2018,河南,油气储运工程
王奇,汉族,19991001,2017,重庆,化工类
侯霞铖,汉族,19980207,2016,河北,化工类
李烺霞,汉族,20000323,2018,内蒙古,工商管理类
张士,汉族,20000429,2017,北京,资源勘查工程
王成瀚,汉族,20001101,2019,四川,环境科学
刘龙,汉族,19971024,2017,天津,化工类
岳丽俊,汉族,19990715,2017,安徽,英语
韩森琪,汉族,19981110,2017,西藏,海洋油气工程
赵敬宝,汉族,20000824,2019,甘肃,数学与应用数学
王宏程,汉族,19990619,2017,内蒙古,海洋油气工程
曹骥,汉族,19960302,2016,湖北,自动化类
郑虹思,汉族,19970408,2016,湖北,海洋油气工程
郭竹嘉,汉族,20000729,2018,贵州,经济学类
杨丹,汉族,20001015,2019,黑龙江,海洋油气工程
